species,aadA
GCA_025513595.1_ASM2551359v1_genomic,0
GCA_025513695.1_ASM2551369v1_genomic,0
GCA_025513815.1_ASM2551381v1_genomic,0
GCA_025513935.1_ASM2551393v1_genomic,0
GCA_025513955.1_ASM2551395v1_genomic,0
GCA_025513965.1_ASM2551396v1_genomic,0
GCA_025514015.1_ASM2551401v1_genomic,0
GCA_025514075.1_ASM2551407v1_genomic,0
GCA_025514175.1_ASM2551417v1_genomic,0
GCA_025514355.1_ASM2551435v1_genomic,0
GCA_025514375.1_ASM2551437v1_genomic,0
GCA_025514415.1_ASM2551441v1_genomic,0
GCA_025514435.1_ASM2551443v1_genomic,0
GCA_025514455.1_ASM2551445v1_genomic,0
GCA_025514475.1_ASM2551447v1_genomic,1
GCA_025514515.1_ASM2551451v1_genomic,0
GCA_025514535.1_ASM2551453v1_genomic,0
GCA_025514625.1_ASM2551462v1_genomic,0
GCA_025514675.1_ASM2551467v1_genomic,0
GCA_025514775.1_ASM2551477v1_genomic,0
GCA_025514875.1_ASM2551487v1_genomic,0
GCA_025514935.1_ASM2551493v1_genomic,0
GCA_025514965.1_ASM2551496v1_genomic,0
GCA_025515055.1_ASM2551505v1_genomic,0
GCA_025515075.1_ASM2551507v1_genomic,0
GCA_025515125.1_ASM2551512v1_genomic,0
GCA_025515655.1_ASM2551565v1_genomic,0
GCA_025562235.1_ASM2556223v1_genomic,0
GCA_025562295.1_ASM2556229v1_genomic,0
GCA_025562335.1_ASM2556233v1_genomic,0
GCA_025562355.1_ASM2556235v1_genomic,0
GCA_025562375.1_ASM2556237v1_genomic,0
GCA_025562425.1_ASM2556242v1_genomic,0
GCA_025562515.1_ASM2556251v1_genomic,0
GCA_025601035.1_PDT001443229.1_genomic,1
GCA_025716975.1_ASM2571697v1_genomic,0
GCA_025717035.1_ASM2571703v1_genomic,0
GCA_025723065.1_ASM2572306v1_genomic,0
GCA_025723125.1_ASM2572312v1_genomic,0
GCA_025723145.1_ASM2572314v1_genomic,0
GCA_025854095.1_ASM2585409v1_genomic,1
GCA_025897515.1_PDT001469611.1_genomic,1
GCA_025897545.1_PDT001469610.1_genomic,1
GCA_025938705.1_ASM2593870v1_genomic,1
GCA_025971935.1_ASM2597193v1_genomic,1
GCA_026062515.1_ASM2606251v1_genomic,1
GCA_026189845.2_ASM2618984v2_genomic,1
GCA_026194555.1_ASM2619455v1_genomic,1
GCA_026229385.1_ASM2622938v1_genomic,0
GCA_026229405.1_ASM2622940v1_genomic,0
GCA_026229485.1_ASM2622948v1_genomic,0
GCA_026273705.1_ASM2627370v1_genomic,1
GCA_026352195.1_PDT001493362.1_genomic,1
GCA_026473205.1_PDT001502884.1_genomic,1
GCA_026555075.1_PDT001506408.1_genomic,1
GCA_026557135.1_PDT001506306.1_genomic,1
GCA_026622445.1_ASM2662244v1_genomic,0
GCA_026622455.1_ASM2662245v1_genomic,0
GCA_026936235.1_ASM2693623v1_genomic,0
GCA_027085405.1_ASM2708540v1_genomic,1
GCA_027085555.1_ASM2708555v1_genomic,1
GCA_027085825.1_ASM2708582v1_genomic,1
GCA_027086035.1_ASM2708603v1_genomic,1
GCA_027086515.1_ASM2708651v1_genomic,1
GCA_027088565.1_ASM2708856v1_genomic,1
GCA_027088815.1_ASM2708881v1_genomic,1
GCA_027089095.1_ASM2708909v1_genomic,1
GCA_027089375.1_ASM2708937v1_genomic,1
GCA_027257275.1_ASM2725727v1_genomic,1
GCA_027257305.1_ASM2725730v1_genomic,1
GCA_027257495.1_ASM2725749v1_genomic,1
GCA_027257575.1_ASM2725757v1_genomic,1
GCA_027321245.1_ASM2732124v1_genomic,0
GCA_027494645.1_ASM2749464v1_genomic,1
GCA_027494755.1_ASM2749475v1_genomic,0
GCA_027676745.1_ASM2767674v1_genomic,0
GCA_027854545.1_ASM2785454v1_genomic,0
GCA_027854575.1_ASM2785457v1_genomic,1
GCA_027854635.1_ASM2785463v1_genomic,1
GCA_027854725.1_ASM2785472v1_genomic,1
GCA_027854795.1_ASM2785479v1_genomic,0
GCA_027854925.1_ASM2785492v1_genomic,0
GCA_027855045.1_ASM2785504v1_genomic,1
GCA_027855145.1_ASM2785514v1_genomic,1
GCA_027855175.1_ASM2785517v1_genomic,0
GCA_027855375.1_ASM2785537v1_genomic,0
GCA_027890055.1_ASM2789005v1_genomic,1
GCA_027890905.1_ASM2789090v1_genomic,1
GCA_027924765.1_ASM2792476v1_genomic,0
GCA_027941695.1_ASM2794169v1_genomic,0
GCA_028094835.1_PDT001585395.1_genomic,1
GCA_028178065.1_ASM2817806v1_genomic,1
GCA_028334925.1_ASM2833492v1_genomic,0
GCA_028437765.1_ASM2843776v1_genomic,1
GCA_028437825.1_ASM2843782v1_genomic,1
GCA_028437845.1_ASM2843784v1_genomic,1
GCA_028437885.1_ASM2843788v1_genomic,1
GCA_028437925.1_ASM2843792v1_genomic,1
GCA_028438005.1_ASM2843800v1_genomic,1
GCA_028438025.1_ASM2843802v1_genomic,1
GCA_028438035.1_ASM2843803v1_genomic,0
GCA_028438065.1_ASM2843806v1_genomic,1
GCA_028438155.1_ASM2843815v1_genomic,1
GCA_028438175.1_ASM2843817v1_genomic,1
GCA_028438225.1_ASM2843822v1_genomic,1
GCA_028438235.1_ASM2843823v1_genomic,1
GCA_028438255.1_ASM2843825v1_genomic,1
GCA_028438265.1_ASM2843826v1_genomic,1
GCA_028438305.1_ASM2843830v1_genomic,1
GCA_028438325.1_ASM2843832v1_genomic,1
GCA_028438335.1_ASM2843833v1_genomic,1
GCA_028438355.1_ASM2843835v1_genomic,1
GCA_028438465.1_ASM2843846v1_genomic,1
GCA_028438505.1_ASM2843850v1_genomic,1
GCA_028438525.1_ASM2843852v1_genomic,1
GCA_028438535.1_ASM2843853v1_genomic,1
GCA_028438665.1_ASM2843866v1_genomic,1
GCA_028438685.1_ASM2843868v1_genomic,1
GCA_028438705.1_ASM2843870v1_genomic,1
GCA_028438725.1_ASM2843872v1_genomic,1
GCA_028438805.1_ASM2843880v1_genomic,1
GCA_028438835.1_ASM2843883v1_genomic,1
GCA_028438925.1_ASM2843892v1_genomic,1
GCA_028439005.1_ASM2843900v1_genomic,1
GCA_028439015.1_ASM2843901v1_genomic,1
GCA_028439065.1_ASM2843906v1_genomic,1
GCA_028439105.1_ASM2843910v1_genomic,1
GCA_028439125.1_ASM2843912v1_genomic,0
GCA_028439145.1_ASM2843914v1_genomic,1
GCA_028439225.1_ASM2843922v1_genomic,1
GCA_028439265.1_ASM2843926v1_genomic,1
GCA_028439275.1_ASM2843927v1_genomic,1
GCA_028440725.1_ASM2844072v1_genomic,1
GCA_028440745.1_ASM2844074v1_genomic,0
GCA_028440765.1_ASM2844076v1_genomic,1
GCA_028440815.1_ASM2844081v1_genomic,1
GCA_028440825.1_ASM2844082v1_genomic,1
GCA_028440865.1_ASM2844086v1_genomic,1
GCA_028440875.1_ASM2844087v1_genomic,1
GCA_028440905.1_ASM2844090v1_genomic,1
GCA_028440985.1_ASM2844098v1_genomic,1
GCA_028441025.1_ASM2844102v1_genomic,1
GCA_028441045.1_ASM2844104v1_genomic,1
GCA_028441085.1_ASM2844108v1_genomic,0
GCA_028441125.1_ASM2844112v1_genomic,1
GCA_028441145.1_ASM2844114v1_genomic,1
GCA_028441165.1_ASM2844116v1_genomic,1
GCA_028441205.1_ASM2844120v1_genomic,1
GCA_028441215.1_ASM2844121v1_genomic,1
GCA_028441265.1_ASM2844126v1_genomic,1
GCA_028441275.1_ASM2844127v1_genomic,1
GCA_028441345.1_ASM2844134v1_genomic,1
GCA_028441375.1_ASM2844137v1_genomic,1
GCA_028441425.1_ASM2844142v1_genomic,1
GCA_028441525.1_ASM2844152v1_genomic,1
GCA_028441555.1_ASM2844155v1_genomic,1
GCA_028441565.1_ASM2844156v1_genomic,1
GCA_028441585.1_ASM2844158v1_genomic,1
GCA_028441625.1_ASM2844162v1_genomic,1
GCA_028441635.1_ASM2844163v1_genomic,1
GCA_028441665.1_ASM2844166v1_genomic,1
GCA_028441765.1_ASM2844176v1_genomic,1
GCA_028441775.1_ASM2844177v1_genomic,1
GCA_028441795.1_ASM2844179v1_genomic,1
GCA_028441825.1_ASM2844182v1_genomic,1
GCA_028441925.1_ASM2844192v1_genomic,1
GCA_028442005.1_ASM2844200v1_genomic,1
GCA_028442025.1_ASM2844202v1_genomic,1
GCA_028442035.1_ASM2844203v1_genomic,1
GCA_028442065.1_ASM2844206v1_genomic,1
GCA_028442105.1_ASM2844210v1_genomic,1
GCA_028442125.1_ASM2844212v1_genomic,1
GCA_028442165.1_ASM2844216v1_genomic,1
GCA_028442215.1_ASM2844221v1_genomic,1
GCA_028442245.1_ASM2844224v1_genomic,1
GCA_028442285.1_ASM2844228v1_genomic,1
GCA_028442325.1_ASM2844232v1_genomic,0
GCA_028442365.1_ASM2844236v1_genomic,0
GCA_028442385.1_ASM2844238v1_genomic,1
GCA_028442405.1_ASM2844240v1_genomic,1
GCA_028442415.1_ASM2844241v1_genomic,1
GCA_028442445.1_ASM2844244v1_genomic,0
GCA_028442485.1_ASM2844248v1_genomic,1
GCA_028442605.1_ASM2844260v1_genomic,1
GCA_028442805.1_ASM2844280v1_genomic,1
GCA_028442865.1_ASM2844286v1_genomic,1
GCA_028443035.1_ASM2844303v1_genomic,1
GCA_028443105.1_ASM2844310v1_genomic,1
GCA_028443125.1_ASM2844312v1_genomic,1
GCA_028443145.1_ASM2844314v1_genomic,1
GCA_028443165.1_ASM2844316v1_genomic,1
GCA_028443185.1_ASM2844318v1_genomic,1
GCA_028443205.1_ASM2844320v1_genomic,0
GCA_028443215.1_ASM2844321v1_genomic,1
GCA_028443275.1_ASM2844327v1_genomic,1
GCA_028443305.1_ASM2844330v1_genomic,0
GCA_028443315.1_ASM2844331v1_genomic,1
GCA_028443375.1_ASM2844337v1_genomic,1
GCA_028443405.1_ASM2844340v1_genomic,1
GCA_028443435.1_ASM2844343v1_genomic,1
GCA_028443485.1_ASM2844348v1_genomic,0
GCA_028443525.1_ASM2844352v1_genomic,1
GCA_028443605.1_ASM2844360v1_genomic,1
GCA_028443645.1_ASM2844364v1_genomic,1
GCA_028443655.1_ASM2844365v1_genomic,1
GCA_028443685.1_ASM2844368v1_genomic,1
GCA_028443705.1_ASM2844370v1_genomic,1
GCA_028443735.1_ASM2844373v1_genomic,1
GCA_028443805.1_ASM2844380v1_genomic,1
GCA_028443835.1_ASM2844383v1_genomic,1
GCA_028443865.1_ASM2844386v1_genomic,1
GCA_028443885.1_ASM2844388v1_genomic,1
GCA_028443965.1_ASM2844396v1_genomic,0
GCA_028444015.1_ASM2844401v1_genomic,1
GCA_028444065.1_ASM2844406v1_genomic,1
GCA_028444165.1_ASM2844416v1_genomic,1
GCA_028444265.1_ASM2844426v1_genomic,1
GCA_028444345.1_ASM2844434v1_genomic,1
GCA_028444365.1_ASM2844436v1_genomic,1
GCA_028444375.1_ASM2844437v1_genomic,1
GCA_028444465.1_ASM2844446v1_genomic,1
GCA_028444485.1_ASM2844448v1_genomic,1
GCA_028444555.1_ASM2844455v1_genomic,0
GCA_028444585.1_ASM2844458v1_genomic,1
GCA_028444625.1_ASM2844462v1_genomic,1
GCA_028444665.1_ASM2844466v1_genomic,1
GCA_028444685.1_ASM2844468v1_genomic,1
GCA_028444715.1_ASM2844471v1_genomic,1
GCA_028444745.1_ASM2844474v1_genomic,1
GCA_028444765.1_ASM2844476v1_genomic,1
GCA_028444785.1_ASM2844478v1_genomic,1
GCA_028444805.1_ASM2844480v1_genomic,1
GCA_028444825.1_ASM2844482v1_genomic,1
GCA_028444845.1_ASM2844484v1_genomic,1
GCA_028444865.1_ASM2844486v1_genomic,1
GCA_028445035.1_ASM2844503v1_genomic,1
GCA_028445075.1_ASM2844507v1_genomic,1
GCA_028445105.1_ASM2844510v1_genomic,1
GCA_028445125.1_ASM2844512v1_genomic,1
GCA_028445185.1_ASM2844518v1_genomic,1
GCA_028445265.1_ASM2844526v1_genomic,1
GCA_028445325.1_ASM2844532v1_genomic,1
GCA_028445345.1_ASM2844534v1_genomic,1
GCA_028445425.1_ASM2844542v1_genomic,1
GCA_028445485.1_ASM2844548v1_genomic,1
GCA_028445525.1_ASM2844552v1_genomic,1
GCA_028445575.1_ASM2844557v1_genomic,1
GCA_028445585.1_ASM2844558v1_genomic,1
GCA_028445645.1_ASM2844564v1_genomic,1
GCA_028445665.1_ASM2844566v1_genomic,1
GCA_028445725.1_ASM2844572v1_genomic,1
GCA_028445765.1_ASM2844576v1_genomic,1
GCA_028445775.1_ASM2844577v1_genomic,1
GCA_028445785.1_ASM2844578v1_genomic,0
GCA_028445795.1_ASM2844579v1_genomic,1
GCA_028445905.1_ASM2844590v1_genomic,1
GCA_028445965.1_ASM2844596v1_genomic,1
GCA_028445975.1_ASM2844597v1_genomic,1
GCA_028446025.1_ASM2844602v1_genomic,1
GCA_028446095.1_ASM2844609v1_genomic,1
GCA_028446105.1_ASM2844610v1_genomic,1
GCA_028446115.1_ASM2844611v1_genomic,1
GCA_028446165.1_ASM2844616v1_genomic,1
GCA_028446405.1_ASM2844640v1_genomic,1
GCA_028446445.1_ASM2844644v1_genomic,1
GCA_028446465.1_ASM2844646v1_genomic,1
GCA_028446485.1_ASM2844648v1_genomic,1
GCA_028447305.1_ASM2844730v1_genomic,1
GCA_028447355.1_ASM2844735v1_genomic,1
GCA_028447425.1_ASM2844742v1_genomic,1
GCA_028447445.1_ASM2844744v1_genomic,1
GCA_028447545.1_ASM2844754v1_genomic,1
GCA_028447595.1_ASM2844759v1_genomic,1
GCA_028447745.1_ASM2844774v1_genomic,1
GCA_028447765.1_ASM2844776v1_genomic,1
GCA_028447785.1_ASM2844778v1_genomic,0
GCA_028447845.1_ASM2844784v1_genomic,1
GCA_028613705.1_ASM2861370v1_genomic,0
GCA_028614195.1_ASM2861419v1_genomic,0
GCA_028614295.1_ASM2861429v1_genomic,0
GCA_028614395.1_ASM2861439v1_genomic,0
GCA_028614465.1_ASM2861446v1_genomic,0
GCA_028614495.1_ASM2861449v1_genomic,1
GCA_028614545.1_ASM2861454v1_genomic,0
GCA_028614625.1_ASM2861462v1_genomic,0
GCA_028657965.1_ASM2865796v1_genomic,0
GCA_028658145.1_PDT001616502.1_genomic,1
GCA_028689455.1_ASM2868945v1_genomic,0
GCA_028710175.1_ASM2871017v1_genomic,0
GCA_028745785.1_ASM2874578v1_genomic,1
GCA_028774645.1_ASM2877464v1_genomic,0
GCA_028878425.1_ASM2887842v1_genomic,0
GCA_028890465.1_ASM2889046v1_genomic,0
GCA_029017525.1_ASM2901752v1_genomic,1
GCA_029024105.1_ASM2902410v1_genomic,0
GCA_029025705.1_ASM2902570v1_genomic,1
GCA_029025845.1_ASM2902584v1_genomic,0
GCA_029100495.1_ASM2910049v1_genomic,0
GCA_029168555.1_ASM2916855v1_genomic,0
GCA_029168575.1_ASM2916857v1_genomic,0
GCA_029223565.1_ASM2922356v1_genomic,1
GCA_029270005.1_ASM2927000v1_genomic,0
GCA_900080165.1_ASM90008016v1_genomic,0
GCA_900088145.1_Acinetobacter_lwoffi_F78_genomic,0
GCA_900093475.1_36734_D01_2_genomic,1
GCA_900095025.1_IMG-taxon_2671180230_annotated_assembly_genomic,0
GCA_900116265.1_IMG-taxon_2675903032_annotated_assembly_genomic,0
GCA_900157395.1_H31506_genomic,1
GCA_900243925.1_K50_genomic,1
GCA_900299105.1_ASM90029910v1_genomic,0
GCA_900323515.1_KPC-SM-21_genomic,0
GCA_900406675.1_De_novo_assembly_of_KCRI_isolate_RDK01_164C_genomic,1
GCA_900406785.1_De_novo_assembly_of_KCRI_isolate_RDK37_35_genomic,1
GCA_900444805.1_58932_B01_genomic,0
GCA_900444825.1_53550_H01_genomic,0
GCA_900444855.1_46338_D01_genomic,0
GCA_900444865.1_57566_G02_genomic,1
GCA_900465415.1_Acinetobacter_baylyi_93A2_genomic,0
GCA_900476825.2_9179_4_3_genomic,1
GCA_900477875.2_9262_1_26_genomic,1
GCA_900493605.1_22036_6_85_genomic,0
GCA_900494705.1_24276_2_152_genomic,1
GCA_900494865.1_24276_2_182_genomic,1
GCA_900495015.1_24276_2_185_genomic,0
GCA_900495045.1_24276_2_190_genomic,1
GCA_900495235.1_24276_2_209_genomic,1
GCA_900495315.1_24276_2_210_genomic,0
GCA_900495605.1_24276_2_244_genomic,1
GCA_900495975.1_24276_2_283_genomic,1
GCA_900496585.1_24276_3_41_genomic,1
GCA_900496675.1_24276_3_45_genomic,0
GCA_901873405.1_Acinetobacter_junii_BgEED01_genomic,0
GCA_901873655.1_Acinetobacter_ursingii_BgEED03_genomic,0
GCA_902363005.1_MGYG-HGUT-00082_genomic,0
GCA_902505955.1_ACIN8IBEIGE_assembly_genomic,0
GCA_902505965.1_ACI8B_assembly_genomic,0
GCA_902705325.1_AB901B6_genomic,1
GCA_902705335.1_AB945B12_genomic,1
GCA_902705485.1_ABKPCSM125_genomic,1
GCA_902825285.1_Q1620_genomic,0
GCA_903971085.1_ASM90397108v1_genomic,0
GCA_904885815.1_Aci00718-181015_contigs_filtered.fa.gz_genomic,1
GCA_904886855.1_Aci00763-181019_contigs_filtered.fa.gz_genomic,0
GCA_904887025.1_Aci00748-181019_contigs_filtered.fa.gz_genomic,0
GCA_904887545.1_Aci00901-181205_contigs_filtered.fa.gz_genomic,1
GCA_904887685.1_Aci00905-181108_contigs_filtered.fa.gz_genomic,0
GCA_905183085.1_QAC21B_genomic,0
GCA_929606335.1_cpe037_genomic,1
GCA_929606855.1_cpe048_genomic,1
GCA_937872055.1_ERR3519525_bin.54_CONCOCT_v1.1_MAG_genomic,0
GCA_937927325.1_H1_Bin_Bin_125_genomic,0
GCA_937976425.1_ERR1474571_bin.17_CONCOCT_v1.1_MAG_genomic,0
GCA_937980675.1_L4_Bin_METABAT_130_1_genomic,0
GCA_943912435.1_9tO97yjBfc_bin.9.MAG_genomic,0
GCA_943912695.1_QygAbub4zM_bin.20.MAG_genomic,0
GCA_943914505.1_glLhpeSuur_bin.16.MAG_genomic,0
GCA_946478025.1_SRR7287198_bin.11_metawrap_v1.3.0_MAG_genomic,0
GCA_947623835.1_Lapin-028_bin26_genomic,0
